RefSeqID	GOTerm	Description
NM_033338	GO:0005829	cytosol
NM_033338	GO:0005615	extracellular space
NM_033338	GO:0005654	nucleoplasm
NM_033338	GO:0030163	protein catabolic process
NM_033338	GO:0051604	protein maturation
NM_001267058	GO:0003824	catalytic activity
NM_001267058	GO:0016787	hydrolase activity
NM_001267058	GO:0140096	catalytic activity, acting on a protein
NM_001267058	GO:0043226	organelle
NM_001267058	GO:0005634	nucleus
NM_001267058	GO:0003723	RNA binding
NM_001267058	GO:0005576	extracellular region
NM_001267058	GO:0012501	programmed cell death
NM_001267058	GO:0005829	cytosol
NM_001267058	GO:0005615	extracellular space
NM_001267058	GO:0005654	nucleoplasm
NM_001267058	GO:0030163	protein catabolic process
NM_001267058	GO:0051604	protein maturation
NM_001400663	GO:0012501	programmed cell death
NM_001400663	GO:0003824	catalytic activity
NM_001400663	GO:0016787	hydrolase activity
NM_001400663	GO:0140096	catalytic activity, acting on a protein
NM_001400663	GO:0043226	organelle
NM_001400663	GO:0005634	nucleus
NM_001400663	GO:0005654	nucleoplasm
NM_001400663	GO:0005829	cytosol
NM_001400663	GO:0048856	anatomical structure development
NM_001400663	GO:0023052	signaling
NM_001400663	GO:0051604	protein maturation
NM_001400663	GO:0048870	cell motility
NM_001400663	GO:0002376	immune system process
NM_001400663	GO:0005739	mitochondrion
NM_001400663	GO:0005856	cytoskeleton
NM_001400663	GO:0005886	plasma membrane
NM_001400663	GO:0098542	defense response to other organism
NM_001400663	GO:0030163	protein catabolic process
NM_001400663	GO:0030154	cell differentiation
NM_001400663	GO:0022414	reproductive process
NM_001400660	GO:0012501	programmed cell death
NM_001400660	GO:0003824	catalytic activity
NM_001400660	GO:0016787	hydrolase activity
NM_001400660	GO:0140096	catalytic activity, acting on a protein
NM_001400660	GO:0043226	organelle
NM_001400660	GO:0005634	nucleus
NM_001400660	GO:0005654	nucleoplasm
NM_001400660	GO:0005829	cytosol
NM_001400660	GO:0048856	anatomical structure development
NM_001400660	GO:0023052	signaling
NM_001400660	GO:0051604	protein maturation
NM_001400660	GO:0048870	cell motility
NM_001400660	GO:0002376	immune system process
NM_001400660	GO:0005739	mitochondrion
NM_001400660	GO:0005856	cytoskeleton
NM_001400660	GO:0005886	plasma membrane
NM_001400660	GO:0098542	defense response to other organism
NM_001400660	GO:0030163	protein catabolic process
NM_001400660	GO:0030154	cell differentiation
NM_001400660	GO:0022414	reproductive process
NM_001080124	GO:0012501	programmed cell death
NM_001080124	GO:0003824	catalytic activity
NM_001080124	GO:0016787	hydrolase activity
NM_001080124	GO:0140096	catalytic activity, acting on a protein
NM_001080124	GO:0043226	organelle
NM_001080124	GO:0005634	nucleus
NM_001080124	GO:0005654	nucleoplasm
NM_001080124	GO:0005829	cytosol
NM_001080124	GO:0048856	anatomical structure development
NM_001080124	GO:0023052	signaling
NM_001080124	GO:0051604	protein maturation
NM_001080124	GO:0048870	cell motility
NM_001080124	GO:0002376	immune system process
NM_001080124	GO:0005739	mitochondrion
NM_001080124	GO:0005856	cytoskeleton
NM_001080124	GO:0005886	plasma membrane
NM_001080124	GO:0098542	defense response to other organism
NM_001080124	GO:0030163	protein catabolic process
NM_001080124	GO:0030154	cell differentiation
NM_001080124	GO:0022414	reproductive process
NM_001400661	GO:0012501	programmed cell death
NM_001400661	GO:0003824	catalytic activity
NM_001400661	GO:0016787	hydrolase activity
NM_001400661	GO:0140096	catalytic activity, acting on a protein
NM_001400661	GO:0043226	organelle
NM_001400661	GO:0005634	nucleus
NM_001400661	GO:0005654	nucleoplasm
NM_001400661	GO:0005829	cytosol
NM_001400661	GO:0048856	anatomical structure development
NM_001400661	GO:0023052	signaling
NM_001400661	GO:0051604	protein maturation
NM_001400661	GO:0048870	cell motility
NM_001400661	GO:0002376	immune system process
NM_001400661	GO:0005739	mitochondrion
NM_001400661	GO:0005856	cytoskeleton
NM_001400661	GO:0005886	plasma membrane
NM_001400661	GO:0098542	defense response to other organism
NM_001400661	GO:0030163	protein catabolic process
NM_001400661	GO:0030154	cell differentiation
NM_001400661	GO:0022414	reproductive process
	GO:0022414	reproductive process
NM_001228	GO:0012501	programmed cell death
NM_001228	GO:0003824	catalytic activity
NM_001228	GO:0016787	hydrolase activity
NM_001228	GO:0140096	catalytic activity, acting on a protein
NM_001228	GO:0043226	organelle
NM_001228	GO:0005634	nucleus
NM_001228	GO:0005654	nucleoplasm
NM_001228	GO:0005829	cytosol
NM_001228	GO:0048856	anatomical structure development
NM_001228	GO:0023052	signaling
NM_001228	GO:0051604	protein maturation
NM_001228	GO:0048870	cell motility
NM_001228	GO:0002376	immune system process
NM_001228	GO:0005739	mitochondrion
NM_001228	GO:0005856	cytoskeleton
NM_001228	GO:0005886	plasma membrane
NM_001228	GO:0098542	defense response to other organism
NM_001228	GO:0030163	protein catabolic process
NM_001228	GO:0030154	cell differentiation
NM_001228	GO:0022414	reproductive process
NM_001400651	GO:0012501	programmed cell death
NM_001400651	GO:0003824	catalytic activity
NM_001400651	GO:0016787	hydrolase activity
NM_001400651	GO:0140096	catalytic activity, acting on a protein
NM_001400651	GO:0043226	organelle
NM_001400651	GO:0005634	nucleus
NM_001400651	GO:0005654	nucleoplasm
NM_001400651	GO:0005829	cytosol
NM_001400651	GO:0048856	anatomical structure development
NM_001400651	GO:0023052	signaling
NM_001400651	GO:0051604	protein maturation
NM_001400651	GO:0048870	cell motility
NM_001400651	GO:0002376	immune system process
NM_001400651	GO:0005739	mitochondrion
NM_001400651	GO:0005856	cytoskeleton
NM_001400651	GO:0005886	plasma membrane
NM_001400651	GO:0098542	defense response to other organism
NM_001400651	GO:0030163	protein catabolic process
NM_001400651	GO:0030154	cell differentiation
NM_001400651	GO:0022414	reproductive process
NM_001400657	GO:0012501	programmed cell death
NM_001400657	GO:0003824	catalytic activity
NM_001400657	GO:0016787	hydrolase activity
NM_001400657	GO:0140096	catalytic activity, acting on a protein
NM_001400657	GO:0043226	organelle
NM_001400657	GO:0005634	nucleus
NM_001400657	GO:0005654	nucleoplasm
NM_001400657	GO:0005829	cytosol
NM_001400657	GO:0048856	anatomical structure development
NM_001400657	GO:0023052	signaling
NM_001400657	GO:0051604	protein maturation
NM_001400657	GO:0048870	cell motility
NM_001400657	GO:0002376	immune system process
NM_001400657	GO:0005739	mitochondrion
NM_001400657	GO:0005856	cytoskeleton
NM_001400657	GO:0005886	plasma membrane
NM_001400657	GO:0098542	defense response to other organism
NM_001400657	GO:0030163	protein catabolic process
NM_001400657	GO:0030154	cell differentiation
NM_001400657	GO:0022414	reproductive process
NM_001400669	GO:0012501	programmed cell death
NM_001400669	GO:0003824	catalytic activity
NM_001400669	GO:0016787	hydrolase activity
NM_001400669	GO:0140096	catalytic activity, acting on a protein
NM_001400669	GO:0043226	organelle
NM_001400669	GO:0005634	nucleus
NM_001400669	GO:0005654	nucleoplasm
NM_001400669	GO:0005829	cytosol
NM_001400669	GO:0048856	anatomical structure development
NM_001400669	GO:0023052	signaling
NM_001400669	GO:0051604	protein maturation
NM_001400669	GO:0048870	cell motility
NM_001400669	GO:0002376	immune system process
NM_001400669	GO:0005739	mitochondrion
NM_001400669	GO:0005856	cytoskeleton
NM_001400669	GO:0005886	plasma membrane
NM_001400669	GO:0098542	defense response to other organism
NM_001400669	GO:0030163	protein catabolic process
NM_001400669	GO:0030154	cell differentiation
NM_001400669	GO:0022414	reproductive process
NM_001400648	GO:0012501	programmed cell death
NM_001400648	GO:0003824	catalytic activity
NM_001400648	GO:0016787	hydrolase activity
NM_001400648	GO:0140096	catalytic activity, acting on a protein
NM_001400648	GO:0043226	organelle
NM_001400648	GO:0005634	nucleus
NM_001400648	GO:0005654	nucleoplasm
NM_001400648	GO:0005829	cytosol
NM_001400648	GO:0048856	anatomical structure development
NM_001400648	GO:0023052	signaling
NM_001400648	GO:0051604	protein maturation
NM_001400648	GO:0048870	cell motility
NM_001400648	GO:0002376	immune system process
NM_001400648	GO:0005739	mitochondrion
NM_001400648	GO:0005856	cytoskeleton
NM_001400648	GO:0005886	plasma membrane
NM_001400648	GO:0098542	defense response to other organism
NM_001400648	GO:0030163	protein catabolic process
NM_001400648	GO:0030154	cell differentiation
NM_001400648	GO:0022414	reproductive process
NM_033355	GO:0012501	programmed cell death
NM_033355	GO:0003824	catalytic activity
NM_033355	GO:0016787	hydrolase activity
NM_033355	GO:0140096	catalytic activity, acting on a protein
NM_033355	GO:0043226	organelle
NM_033355	GO:0005634	nucleus
NM_033355	GO:0005654	nucleoplasm
NM_033355	GO:0005829	cytosol
NM_033355	GO:0048856	anatomical structure development
NM_033355	GO:0023052	signaling
NM_033355	GO:0051604	protein maturation
NM_033355	GO:0048870	cell motility
NM_033355	GO:0002376	immune system process
NM_033355	GO:0005739	mitochondrion
NM_033355	GO:0005856	cytoskeleton
NM_033355	GO:0005886	plasma membrane
NM_033355	GO:0098542	defense response to other organism
NM_033355	GO:0030163	protein catabolic process
NM_033355	GO:0030154	cell differentiation
NM_033355	GO:0022414	reproductive process
NM_001400677	GO:0012501	programmed cell death
NM_001400677	GO:0003824	catalytic activity
NM_001400677	GO:0016787	hydrolase activity
NM_001400677	GO:0140096	catalytic activity, acting on a protein
NM_001400677	GO:0043226	organelle
NM_001400677	GO:0005634	nucleus
NM_001400677	GO:0005654	nucleoplasm
NM_001400677	GO:0005829	cytosol
NM_001400680	GO:0012501	programmed cell death
NM_001400680	GO:0003824	catalytic activity
NM_001400680	GO:0016787	hydrolase activity
NM_001400680	GO:0140096	catalytic activity, acting on a protein
NM_001400680	GO:0043226	organelle
NM_001400680	GO:0005634	nucleus
NM_001400680	GO:0005654	nucleoplasm
NM_001400680	GO:0005829	cytosol
NM_001400674	GO:0012501	programmed cell death
NM_001400674	GO:0003824	catalytic activity
NM_001400674	GO:0016787	hydrolase activity
NM_001400674	GO:0140096	catalytic activity, acting on a protein
NM_001400674	GO:0043226	organelle
NM_001400674	GO:0005634	nucleus
NM_001400674	GO:0005654	nucleoplasm
NM_001400674	GO:0005829	cytosol
NM_001400679	GO:0012501	programmed cell death
NM_001400679	GO:0003824	catalytic activity
NM_001400679	GO:0016787	hydrolase activity
NM_001400679	GO:0140096	catalytic activity, acting on a protein
NM_001400679	GO:0043226	organelle
NM_001400679	GO:0005634	nucleus
NM_001400679	GO:0005654	nucleoplasm
NM_001400679	GO:0005829	cytosol
NM_001400679	GO:0048856	anatomical structure development
NM_001400679	GO:0023052	signaling
NM_001400679	GO:0051604	protein maturation
NM_001400679	GO:0048870	cell motility
NM_001400679	GO:0002376	immune system process
NM_001400679	GO:0005739	mitochondrion
NM_001400679	GO:0005856	cytoskeleton
NM_001400679	GO:0005886	plasma membrane
NM_001400679	GO:0098542	defense response to other organism
NM_001400679	GO:0030163	protein catabolic process
NM_001400679	GO:0030154	cell differentiation
NM_001400679	GO:0022414	reproductive process
NM_001400655	GO:0012501	programmed cell death
NM_001400655	GO:0003824	catalytic activity
NM_001400655	GO:0016787	hydrolase activity
NM_001400655	GO:0140096	catalytic activity, acting on a protein
NM_001400655	GO:0043226	organelle
NM_001400655	GO:0005634	nucleus
NM_001400655	GO:0005654	nucleoplasm
NM_001400655	GO:0005829	cytosol
NM_001400655	GO:0048856	anatomical structure development
NM_001400655	GO:0023052	signaling
NM_001400655	GO:0051604	protein maturation
NM_001400655	GO:0048870	cell motility
NM_001400655	GO:0002376	immune system process
NM_001400655	GO:0005739	mitochondrion
NM_001400655	GO:0005856	cytoskeleton
NM_001400655	GO:0005886	plasma membrane
NM_001400655	GO:0098542	defense response to other organism
NM_001400655	GO:0030163	protein catabolic process
NM_001400655	GO:0030154	cell differentiation
NM_001400655	GO:0022414	reproductive process
NM_001400750	GO:0012501	programmed cell death
NM_001400750	GO:0003824	catalytic activity
NM_001400750	GO:0016787	hydrolase activity
NM_001400750	GO:0140096	catalytic activity, acting on a protein
NM_001400750	GO:0043226	organelle
NM_001400750	GO:0005634	nucleus
NM_001400750	GO:0005654	nucleoplasm
NM_001400750	GO:0005829	cytosol
NM_001400750	GO:0048856	anatomical structure development
NM_001400750	GO:0023052	signaling
NM_001400750	GO:0051604	protein maturation
NM_001400750	GO:0048870	cell motility
NM_001400750	GO:0002376	immune system process
NM_001400750	GO:0005739	mitochondrion
NM_001400750	GO:0005856	cytoskeleton
NM_001400750	GO:0005886	plasma membrane
NM_001400750	GO:0098542	defense response to other organism
NM_001400750	GO:0030163	protein catabolic process
NM_001400750	GO:0030154	cell differentiation
NM_001400750	GO:0022414	reproductive process
NM_001400645	GO:0012501	programmed cell death
NM_001400645	GO:0003824	catalytic activity
NM_001400645	GO:0016787	hydrolase activity
NM_001400645	GO:0140096	catalytic activity, acting on a protein
NM_001400645	GO:0043226	organelle
NM_001400645	GO:0005634	nucleus
NM_001400645	GO:0005654	nucleoplasm
NM_001400645	GO:0005829	cytosol
NM_001400645	GO:0048856	anatomical structure development
NM_001400645	GO:0023052	signaling
NM_001400645	GO:0051604	protein maturation
NM_001400645	GO:0048870	cell motility
NM_001400645	GO:0002376	immune system process
NM_001400645	GO:0005739	mitochondrion
NM_001400645	GO:0005856	cytoskeleton
NM_001400645	GO:0005886	plasma membrane
NM_001400645	GO:0098542	defense response to other organism
NM_001400645	GO:0030163	protein catabolic process
NM_001400645	GO:0030154	cell differentiation
NM_001400645	GO:0022414	reproductive process
NM_001400656	GO:0012501	programmed cell death
NM_001400656	GO:0003824	catalytic activity
NM_001400656	GO:0016787	hydrolase activity
NM_001400656	GO:0140096	catalytic activity, acting on a protein
NM_001400656	GO:0043226	organelle
NM_001400656	GO:0005634	nucleus
NM_001400656	GO:0005654	nucleoplasm
NM_001400656	GO:0005829	cytosol
NM_001400656	GO:0048856	anatomical structure development
NM_001400656	GO:0023052	signaling
NM_001400656	GO:0051604	protein maturation
NM_001400656	GO:0048870	cell motility
NM_001400656	GO:0002376	immune system process
NM_001400656	GO:0005739	mitochondrion
NM_001400656	GO:0005856	cytoskeleton
NM_001400656	GO:0005886	plasma membrane
NM_001400656	GO:0098542	defense response to other organism
NM_001400656	GO:0030163	protein catabolic process
NM_001400656	GO:0030154	cell differentiation
NM_001400656	GO:0022414	reproductive process
NM_001400654	GO:0012501	programmed cell death
NM_001400654	GO:0003824	catalytic activity
NM_001400654	GO:0016787	hydrolase activity
NM_001400654	GO:0140096	catalytic activity, acting on a protein
NM_001400654	GO:0043226	organelle
NM_001400654	GO:0005634	nucleus
NM_001400654	GO:0005654	nucleoplasm
NM_001400654	GO:0005829	cytosol
NM_001400654	GO:0048856	anatomical structure development
NM_001400654	GO:0023052	signaling
NM_001400654	GO:0051604	protein maturation
NM_001400654	GO:0048870	cell motility
NM_001400654	GO:0002376	immune system process
NM_001400654	GO:0005739	mitochondrion
NM_001400654	GO:0005856	cytoskeleton
NM_001400654	GO:0005886	plasma membrane
NM_001400654	GO:0098542	defense response to other organism
NM_001400654	GO:0030163	protein catabolic process
NM_001400654	GO:0030154	cell differentiation
NM_001400654	GO:0022414	reproductive process
NM_001080125	GO:0012501	programmed cell death
NM_001080125	GO:0003824	catalytic activity
NM_001080125	GO:0016787	hydrolase activity
NM_001080125	GO:0140096	catalytic activity, acting on a protein
NM_001080125	GO:0043226	organelle
NM_001080125	GO:0005634	nucleus
NM_001080125	GO:0005654	nucleoplasm
NM_001080125	GO:0005829	cytosol
NM_001080125	GO:0048856	anatomical structure development
NM_001080125	GO:0023052	signaling
NM_001080125	GO:0051604	protein maturation
NM_001080125	GO:0048870	cell motility
NM_001080125	GO:0002376	immune system process
NM_001080125	GO:0005739	mitochondrion
NM_001080125	GO:0005856	cytoskeleton
NM_001080125	GO:0005886	plasma membrane
NM_001080125	GO:0098542	defense response to other organism
NM_001080125	GO:0030163	protein catabolic process
NM_001080125	GO:0030154	cell differentiation
NM_001080125	GO:0022414	reproductive process
NM_001400662	GO:0012501	programmed cell death
NM_001400662	GO:0003824	catalytic activity
NM_001400662	GO:0016787	hydrolase activity
NM_001400662	GO:0140096	catalytic activity, acting on a protein
NM_001400662	GO:0043226	organelle
NM_001400662	GO:0005634	nucleus
NM_001400662	GO:0005654	nucleoplasm
NM_001400662	GO:0005829	cytosol
NM_001400662	GO:0048856	anatomical structure development
NM_001400662	GO:0023052	signaling
NM_001400662	GO:0051604	protein maturation
NM_001400662	GO:0048870	cell motility
NM_001400662	GO:0002376	immune system process
NM_001400662	GO:0005739	mitochondrion
NM_001400662	GO:0005856	cytoskeleton
NM_001400662	GO:0005886	plasma membrane
NM_001400662	GO:0098542	defense response to other organism
NM_001400662	GO:0030163	protein catabolic process
NM_001400662	GO:0030154	cell differentiation
NM_001400662	GO:0022414	reproductive process
NM_001400751	GO:0012501	programmed cell death
NM_001400751	GO:0003824	catalytic activity
NM_001400751	GO:0016787	hydrolase activity
NM_001400751	GO:0140096	catalytic activity, acting on a protein
NM_001400751	GO:0043226	organelle
NM_001400751	GO:0005634	nucleus
NM_001400751	GO:0005654	nucleoplasm
NM_001400751	GO:0005829	cytosol
NM_001400751	GO:0048856	anatomical structure development
NM_001400751	GO:0023052	signaling
NM_001400751	GO:0051604	protein maturation
NM_001400751	GO:0048870	cell motility
NM_001400751	GO:0002376	immune system process
NM_001400751	GO:0005739	mitochondrion
NM_001400751	GO:0005856	cytoskeleton
NM_001400751	GO:0005886	plasma membrane
NM_001400751	GO:0098542	defense response to other organism
NM_001400751	GO:0030163	protein catabolic process
NM_001400751	GO:0030154	cell differentiation
NM_001400751	GO:0022414	reproductive process
NM_001400658	GO:0012501	programmed cell death
NM_001400658	GO:0003824	catalytic activity
NM_001400658	GO:0016787	hydrolase activity
NM_001400658	GO:0140096	catalytic activity, acting on a protein
NM_001400658	GO:0043226	organelle
NM_001400658	GO:0005634	nucleus
NM_001400658	GO:0005654	nucleoplasm
NM_001400658	GO:0005829	cytosol
NM_001400658	GO:0048856	anatomical structure development
NM_001400658	GO:0023052	signaling
NM_001400658	GO:0051604	protein maturation
NM_001400658	GO:0048870	cell motility
NM_001400658	GO:0002376	immune system process
NM_001400658	GO:0005739	mitochondrion
NM_001400658	GO:0005856	cytoskeleton
NM_001400658	GO:0005886	plasma membrane
NM_001400658	GO:0098542	defense response to other organism
NM_001400658	GO:0030163	protein catabolic process
NM_001400658	GO:0030154	cell differentiation
NM_001400658	GO:0022414	reproductive process
NM_001400678	GO:0012501	programmed cell death
NM_001400678	GO:0003824	catalytic activity
NM_001400678	GO:0016787	hydrolase activity
NM_001400678	GO:0140096	catalytic activity, acting on a protein
NM_001400678	GO:0043226	organelle
NM_001400678	GO:0005634	nucleus
NM_001400678	GO:0005654	nucleoplasm
NM_001400678	GO:0005829	cytosol
NM_001400678	GO:0048856	anatomical structure development
NM_001400678	GO:0023052	signaling
NM_001400678	GO:0051604	protein maturation
NM_001400678	GO:0048870	cell motility
NM_001400678	GO:0002376	immune system process
NM_001400678	GO:0005739	mitochondrion
NM_001400678	GO:0005856	cytoskeleton
NM_001400678	GO:0005886	plasma membrane
NM_001400678	GO:0098542	defense response to other organism
NM_001400678	GO:0030163	protein catabolic process
NM_001400678	GO:0030154	cell differentiation
NM_001400678	GO:0022414	reproductive process
NM_001400642	GO:0012501	programmed cell death
NM_001400642	GO:0003824	catalytic activity
NM_001400642	GO:0016787	hydrolase activity
NM_001400642	GO:0140096	catalytic activity, acting on a protein
NM_033356	GO:0012501	programmed cell death
NM_033356	GO:0003824	catalytic activity
NM_033356	GO:0016787	hydrolase activity
NM_033356	GO:0140096	catalytic activity, acting on a protein
NM_033356	GO:0043226	organelle
NM_033356	GO:0005634	nucleus
NM_033356	GO:0005654	nucleoplasm
NM_033356	GO:0005829	cytosol
NM_033356	GO:0048856	anatomical structure development
NM_033356	GO:0023052	signaling
NM_033356	GO:0051604	protein maturation
NM_033356	GO:0048870	cell motility
NM_033356	GO:0002376	immune system process
NM_033356	GO:0005739	mitochondrion
NM_033356	GO:0005856	cytoskeleton
NM_033356	GO:0005886	plasma membrane
NM_033356	GO:0098542	defense response to other organism
NM_033356	GO:0030163	protein catabolic process
NM_033356	GO:0030154	cell differentiation
NM_033356	GO:0022414	reproductive process
NM_001400676	GO:0012501	programmed cell death
NM_001400676	GO:0003824	catalytic activity
NM_001400676	GO:0016787	hydrolase activity
NM_001400676	GO:0140096	catalytic activity, acting on a protein
NM_001400676	GO:0043226	organelle
NM_001400676	GO:0005634	nucleus
NM_001400676	GO:0005654	nucleoplasm
NM_001400676	GO:0005829	cytosol
NM_001400676	GO:0048856	anatomical structure development
NM_001400676	GO:0023052	signaling
NM_001400676	GO:0051604	protein maturation
NM_001400676	GO:0048870	cell motility
NM_001400676	GO:0002376	immune system process
NM_001400676	GO:0005739	mitochondrion
NM_001400676	GO:0005856	cytoskeleton
NM_001400676	GO:0005886	plasma membrane
NM_001400676	GO:0098542	defense response to other organism
NM_001400676	GO:0030163	protein catabolic process
NM_001400676	GO:0030154	cell differentiation
NM_001400676	GO:0022414	reproductive process
NM_001400659	GO:0012501	programmed cell death
NM_001400659	GO:0003824	catalytic activity
NM_001400659	GO:0016787	hydrolase activity
NM_001400659	GO:0140096	catalytic activity, acting on a protein
NM_001400659	GO:0043226	organelle
NM_001400659	GO:0005634	nucleus
NM_001400659	GO:0005654	nucleoplasm
NM_001400659	GO:0005829	cytosol
NM_001400659	GO:0048856	anatomical structure development
NM_001400659	GO:0023052	signaling
NM_001400659	GO:0051604	protein maturation
NM_001400659	GO:0048870	cell motility
NM_001400659	GO:0002376	immune system process
NM_001400659	GO:0005739	mitochondrion
NM_001400659	GO:0005856	cytoskeleton
NM_001400659	GO:0005886	plasma membrane
NM_001400659	GO:0098542	defense response to other organism
NM_001400659	GO:0030163	protein catabolic process
NM_001400659	GO:0030154	cell differentiation
NM_001400659	GO:0022414	reproductive process
NM_001400675	GO:0012501	programmed cell death
NM_001400675	GO:0003824	catalytic activity
NM_001400675	GO:0016787	hydrolase activity
NM_001400675	GO:0140096	catalytic activity, acting on a protein
NM_001400675	GO:0043226	organelle
NM_001400675	GO:0005634	nucleus
NM_001400675	GO:0005654	nucleoplasm
NM_001400675	GO:0005829	cytosol
NM_001400675	GO:0048856	anatomical structure development
NM_001400675	GO:0023052	signaling
NM_001400675	GO:0051604	protein maturation
NM_001400675	GO:0048870	cell motility
NM_001400675	GO:0002376	immune system process
NM_001400675	GO:0005739	mitochondrion
NM_001400675	GO:0005856	cytoskeleton
NM_001400675	GO:0005886	plasma membrane
NM_001400675	GO:0098542	defense response to other organism
NM_001400675	GO:0030163	protein catabolic process
NM_001400675	GO:0030154	cell differentiation
NM_001400675	GO:0022414	reproductive process
NM_001372051	GO:0012501	programmed cell death
NM_001372051	GO:0003824	catalytic activity
NM_001372051	GO:0016787	hydrolase activity
NM_001372051	GO:0140096	catalytic activity, acting on a protein
NM_001372051	GO:0043226	organelle
NM_001372051	GO:0005634	nucleus
NM_001372051	GO:0005654	nucleoplasm
NM_001372051	GO:0005829	cytosol
NM_001372051	GO:0048856	anatomical structure development
NM_001372051	GO:0023052	signaling
NM_001372051	GO:0051604	protein maturation
NM_001372051	GO:0048870	cell motility
NM_001372051	GO:0002376	immune system process
NM_001372051	GO:0005739	mitochondrion
NM_001372051	GO:0005856	cytoskeleton
NM_001372051	GO:0005886	plasma membrane
NM_001372051	GO:0098542	defense response to other organism
NM_001372051	GO:0030163	protein catabolic process
NM_001372051	GO:0030154	cell differentiation
NM_001372051	GO:0022414	reproductive process
NM_001400670	GO:0012501	programmed cell death
NM_001400670	GO:0003824	catalytic activity
NM_001400670	GO:0016787	hydrolase activity
NM_001400670	GO:0140096	catalytic activity, acting on a protein
NM_001400670	GO:0043226	organelle
NM_001400670	GO:0005634	nucleus
NM_001400670	GO:0005654	nucleoplasm
NM_001400670	GO:0005829	cytosol
NM_001400670	GO:0048856	anatomical structure development
NM_001400670	GO:0023052	signaling
NM_001400670	GO:0051604	protein maturation
NM_001400670	GO:0048870	cell motility
NM_001400670	GO:0002376	immune system process
NM_001400670	GO:0005739	mitochondrion
NM_001400670	GO:0005856	cytoskeleton
NM_001400670	GO:0005886	plasma membrane
NM_001400670	GO:0098542	defense response to other organism
NM_001400670	GO:0030163	protein catabolic process
NM_001400670	GO:0030154	cell differentiation
NM_001400670	GO:0022414	reproductive process
NM_001400671	GO:0012501	programmed cell death
NM_001400671	GO:0003824	catalytic activity
NM_001400671	GO:0016787	hydrolase activity
NM_001400671	GO:0140096	catalytic activity, acting on a protein
NM_001400671	GO:0043226	organelle
NM_001400671	GO:0005634	nucleus
NM_001400671	GO:0005654	nucleoplasm
NM_001400671	GO:0005829	cytosol
NM_001400671	GO:0048856	anatomical structure development
NM_001400671	GO:0023052	signaling
NM_001400671	GO:0051604	protein maturation
NM_001400671	GO:0048870	cell motility
NM_001400671	GO:0002376	immune system process
NM_001400671	GO:0005739	mitochondrion
NM_001400671	GO:0005856	cytoskeleton
NM_001400671	GO:0005886	plasma membrane
NM_001400671	GO:0098542	defense response to other organism
NM_001400671	GO:0030163	protein catabolic process
NM_001400671	GO:0030154	cell differentiation
NM_001400671	GO:0022414	reproductive process
NM_001400664	GO:0012501	programmed cell death
NM_001400664	GO:0003824	catalytic activity
NM_001400664	GO:0016787	hydrolase activity
NM_001400664	GO:0140096	catalytic activity, acting on a protein
NM_001400664	GO:0043226	organelle
NM_001400664	GO:0005634	nucleus
NM_001400664	GO:0005654	nucleoplasm
NM_001400664	GO:0005829	cytosol
NM_001400664	GO:0048856	anatomical structure development
NM_001400664	GO:0023052	signaling
NM_001400664	GO:0051604	protein maturation
NM_001400664	GO:0048870	cell motility
NM_001400664	GO:0002376	immune system process
NM_001400664	GO:0005739	mitochondrion
NM_001400664	GO:0005856	cytoskeleton
NM_001400664	GO:0005886	plasma membrane
NM_001400664	GO:0098542	defense response to other organism
NM_001400664	GO:0030163	protein catabolic process
NM_001400664	GO:0030154	cell differentiation
NM_001400664	GO:0022414	reproductive process
NM_001400653	GO:0012501	programmed cell death
NM_001400653	GO:0003824	catalytic activity
NM_001400653	GO:0016787	hydrolase activity
NM_001400653	GO:0140096	catalytic activity, acting on a protein
NM_001400653	GO:0043226	organelle
NM_001400653	GO:0005634	nucleus
NM_001400653	GO:0005654	nucleoplasm
NM_001400653	GO:0005829	cytosol
NM_001400653	GO:0048856	anatomical structure development
NM_001400653	GO:0023052	signaling
NM_001400653	GO:0051604	protein maturation
NM_001400653	GO:0048870	cell motility
NM_001400653	GO:0002376	immune system process
NM_001400653	GO:0005739	mitochondrion
NM_001400653	GO:0005856	cytoskeleton
NM_001400653	GO:0005886	plasma membrane
NM_001400653	GO:0098542	defense response to other organism
NM_001400653	GO:0030163	protein catabolic process
NM_001400653	GO:0030154	cell differentiation
NM_001400653	GO:0022414	reproductive process
NM_001400673	GO:0012501	programmed cell death
NM_001400673	GO:0003824	catalytic activity
NM_001400673	GO:0016787	hydrolase activity
NM_001400673	GO:0140096	catalytic activity, acting on a protein
NM_001400673	GO:0043226	organelle
NM_001400673	GO:0005634	nucleus
NM_001400673	GO:0005654	nucleoplasm
NM_001400673	GO:0005829	cytosol
NM_001400673	GO:0048856	anatomical structure development
NM_001400673	GO:0023052	signaling
NM_001400673	GO:0051604	protein maturation
NM_001400673	GO:0048870	cell motility
NM_001400673	GO:0002376	immune system process
NM_001400673	GO:0005739	mitochondrion
NM_001400673	GO:0005856	cytoskeleton
NM_001400673	GO:0005886	plasma membrane
NM_001400673	GO:0098542	defense response to other organism
NM_001400673	GO:0030163	protein catabolic process
NM_001400673	GO:0030154	cell differentiation
NM_001400673	GO:0022414	reproductive process
NM_001400672	GO:0012501	programmed cell death
NM_001400672	GO:0003824	catalytic activity
NM_001400672	GO:0016787	hydrolase activity
NM_001400672	GO:0140096	catalytic activity, acting on a protein
NM_001400672	GO:0043226	organelle
NM_001400672	GO:0005634	nucleus
